X,Y,X,Y,id,name,area,nbikes,nempty
-0.190603326,51.49363156,-0.190603326,51.49363156,"296",Knaresborough Place,Earl's Court,"13","5"
-0.106000855,51.49612799,-0.106000855,51.49612799,"297",Geraldine Street,Elephant & Castle,"10","6"
-0.074189225,51.50227992,-0.074189225,51.50227992,"298",Curlew Street,Shad Thames,"16","4"
-0.136928582,51.49398524,-0.136928582,51.49398524,"299",Vincent Square,Westminster,"6","11"
-0.172729559,51.50501351,-0.172729559,51.50501351,"300",Serpentine Car Park,Hyde Park,"13","2"
-0.148105415,51.51475963,-0.148105415,51.51475963,"301",Marylebone Lane,Marylebone,"0","24"
-0.216573,51.466907,-0.216573,51.466907,"302",Putney Pier,Wandsworth,"18","10"
-0.158456089,51.50295379,-0.158456089,51.50295379,"303",Albert Gate,Hyde Park,"0","26"
-0.16209757,51.51211869,-0.16209757,51.51211869,"304",Cumberland Gate,Hyde Park,"7","11"
-0.115853961,51.48677988,-0.115853961,51.48677988,"305",Kennington Lane Tesco,Vauxhall,"10","5"
-0.135025698,51.51816295,-0.135025698,51.51816295,"306",Rathbone Street,Fitzrovia,"1","15"
-0.187842717,51.50990837,-0.187842717,51.50990837,"307",Black Lion Gate,Kensington Gardens,"20","1"
-0.085666316,51.49907558,-0.085666316,51.49907558,"308",Long Lane,Bermondsey,"20","0"
-0.119047563,51.50963123,-0.119047563,51.50963123,"309",Embankment (Savoy),Strand,"1","40"
-0.116911864,51.4908679,-0.116911864,51.4908679,"310",Black Prince Road,Vauxhall,"9","8"
-0.140485596,51.51918144,-0.140485596,51.51918144,"311",Foley Street,Fitzrovia,"1","23"
-0.176770502,51.53088935,-0.176770502,51.53088935,"312",Grove End Road,St. John's Wood,"17","2"
-0.138072691,51.51734403,-0.138072691,51.51734403,"313",Wells Street,Fitzrovia,"1","37"
-0.083159352,51.50088934,-0.083159352,51.50088934,"314",Tyers Gate,Bermondsey,"25","11"
-0.153463612,51.52536703,-0.153463612,51.52536703,"315",The Tennis Courts,Regent's Park,"5","11"
-0.141943703,51.49768448,-0.141943703,51.49768448,"316",Cardinal Place,Victoria,"22","1"
-0.093913472,51.49679128,-0.093913472,51.49679128,"317",Dickens Square,Borough,"24","6"
-0.138846453,51.51004801,-0.138846453,51.51004801,"318",Sackville Street,Mayfair,"0","17"
-0.088542771,51.52702563,-0.088542771,51.52702563,"319",Baldwin Street,St. Luke's,"2","19"
-0.139956043,51.49357351,-0.139956043,51.49357351,"320",Queen Mother Sports Centre,Victoria,"21","5"
-0.081608045,51.49785559,-0.081608045,51.49785559,"321",Bermondsey Street,Bermondsey,"22","1"
-0.073955,51.526293,-0.073955,51.526293,"322",Palissy Street,Shoreditch,"11","12"
-0.083067,51.523196,-0.083067,51.523196,"323",Clifton Street,Shoreditch,"0","23"
-0.101384068,51.49652013,-0.101384068,51.49652013,"324",Ontario Street,Elephant & Castle,"3","12"
-0.129697889,51.50908747,-0.129697889,51.50908747,"325",St. Martin's Street,West End,"0","18"
-0.099981142,51.53266186,-0.099981142,51.53266186,"326",Graham Street,Angel,"21","0"
-0.086016,51.53114,-0.086016,51.53114,"327",New North Road 1,Hoxton,"10","12"
-0.085603,51.53095,-0.085603,51.53095,"328",New North Road 2,Hoxton,"13","9"
-0.160854428,51.53589283,-0.160854428,51.53589283,"329",Prince Albert Road,Regent's Park,"8","16"
-0.179135079,51.51641749,-0.179135079,51.51641749,"330",Eastbourne Mews,Paddington,"24","10"
-0.089887855,51.52085887,-0.089887855,51.52085887,"331",Bunhill Row,Moorgate,"0","30"
-0.194757949,51.49334336,-0.194757949,51.49334336,"332",Nevern Place,Earl's Court,"9","11"
-0.193764092,51.50860544,-0.193764092,51.50860544,"333",Palace Gardens Terrace,Notting Hill,"10","26"
-0.115851,51.505044,-0.115851,51.505044,"334",Concert Hall Approach 1,South Bank,"2","8"
-0.120718759,51.51196803,-0.120718759,51.51196803,"335",Tavistock Street,Covent Garden,"0","31"
-0.115533,51.504942,-0.115533,51.504942,"336",Concert Hall Approach 2,South Bank,"14","4"
-0.197524944,51.51108452,-0.197524944,51.51108452,"337",Pembridge Villas,Notting Hill,"5","11"
-0.119643424,51.51175646,-0.119643424,51.51175646,"338",Wellington Street,Strand,"0","15"
-0.111781191,51.5333196,-0.111781191,51.5333196,"339",Risinghill Street,Angel,"4","20"
-0.087587447,51.51444134,-0.087587447,51.51444134,"340",Bank of England Museum,Bank,"0","14"
-0.12602103,51.50810309,-0.12602103,51.50810309,"341",Craven Street,Strand,"10","11"
-0.150181444,51.53692216,-0.150181444,51.53692216,"343",London Zoo Car Park,Regent's Park,"28","7"
-0.10102611,51.528246,-0.10102611,51.528246,"344",Goswell Road (City Uni),Finsbury,"5","12"
-0.166878535,51.48802358,-0.166878535,51.48802358,"345",Flood Street,Chelsea,"2","16"
-0.113936001,51.50013942,-0.113936001,51.50013942,"347",Lower Marsh,Waterloo,"7","10"
-0.150481272,51.51217033,-0.150481272,51.51217033,"348",Grosvenor Square,Mayfair,"0","17"
-0.142783033,51.51196,-0.142783033,51.51196,"349",St. George Street,Mayfair,"0","18"
-0.1798541843891,51.5017154373867,-0.1798541843891,51.5017154373867,"350",Queen's Gate,Kensington Gardens,"8","11"
-0.097122,51.529423,-0.097122,51.529423,"351",Macclesfield Rd,St Lukes,"25","2"
-0.116625,51.486965,-0.116625,51.486965,"352",Vauxhall Street,Vauxhall,"18","0"
-0.134234258,51.49459148,-0.134234258,51.49459148,"353",Greycoat Street,Westminster,"12","4"
-0.123702,51.506767,-0.123702,51.506767,"354",Northumberland Avenue,Strand,"32","5"
-0.117286,51.486575,-0.117286,51.486575,"355",Oval Way,Lambeth,"15","5"
-0.173881,51.494412,-0.173881,51.494412,"356",South Kensington Station,South Kensington,"7","8"
-0.139016,51.520994,-0.139016,51.520994,"357",Howland Street,Fitzrovia,"0","29"
-0.124332175,51.51643491,-0.124332175,51.51643491,"358",High Holborn,Covent Garden,"0","17"
-0.135440826,51.49782999,-0.135440826,51.49782999,"359",Butler Place,Westminster,"8","10"
-0.138733562,51.49675303,-0.138733562,51.49675303,"360",Howick Place,Westminster,"2","25"
-0.11342628,51.50391972,-0.11342628,51.50391972,"361",Waterloo Station 2,Waterloo,"46","4"
-0.133952,51.536264,-0.133952,51.536264,"362",Royal College Street,Camden Town,"35","22"
-0.171185284853,51.5291212008901,-0.171185284853,51.5291212008901,"363",Lord's,St. John's Wood,"17","7"
-0.132339,51.519656,-0.132339,51.519656,"364",Alfred Place,Bloomsbury,"0","41"
-0.100168,51.530344,-0.100168,51.530344,"365",City Road,Angel,"39","8"
-0.1511263847351,51.5109192966489,-0.1511263847351,51.5109192966489,"366",Millennium Hotel,Mayfair,"0","27"
-0.1642075,51.5173721,-0.1642075,51.5173721,"367",Harrowby Street,Marylebone,"2","14"
-0.15934065,51.50024195,-0.15934065,51.50024195,"368",Harriet Street,Knightsbridge,"3","20"
-0.174593,51.520205,-0.174593,51.520205,"370",Paddington Green,Paddington,"2","18"
-0.10988,51.49775,-0.10988,51.49775,"371",King Edward Walk,Waterloo,"16","6"
-0.117863,51.515208,-0.117863,51.515208,"372",Sardinia Street,Holborn,"10","14"
-0.176415994,51.49980661,-0.176415994,51.49980661,"373",Prince Consort Road,Knightsbridge,"0","18"
-0.11386435,51.50402793,-0.11386435,51.50402793,"374",Waterloo Station 1,Waterloo,"12","24"
-0.194392952,51.50194596,-0.194392952,51.50194596,"375",Kensington Town Hall,Kensington,"1","17"
-0.125674815,51.49188409,-0.125674815,51.49188409,"376",Millbank House,Pimlico,"18","6"
-0.113656543,51.50535447,-0.113656543,51.50535447,"377",Waterloo Bridge,South Bank,"4","11"
-0.179077626,51.49559291,-0.179077626,51.49559291,"378",Natural History Museum,South Kensington,"5","35"
-0.200838199,51.51431171,-0.200838199,51.51431171,"379",Turquoise Island,Notting Hill,"5","16"
-0.150666888,51.50686435,-0.150666888,51.50686435,"380",Stanhope Gate,Mayfair,"0","21"
-0.13577731,51.51953043,-0.13577731,51.51953043,"381",Charlotte Street,Fitzrovia,"0","13"
-0.14744969,51.50935171,-0.14744969,51.50935171,"382",Farm Street,Mayfair,"0","14"
-0.13121385,51.51310333,-0.13121385,51.51310333,"383",Frith Street,Soho,"0","17"
-0.192404,51.496481,-0.192404,51.496481,"384",Marloes Road,Kensington,"7","7"
-0.130110822,51.51352755,-0.130110822,51.51352755,"386",Moor Street,Soho,"0","16"
-0.121394101,51.49369988,-0.121394101,51.49369988,"387",Fire Brigade Pier,Vauxhall,"9","21"
-0.121723604,51.51070161,-0.121723604,51.51070161,"388",Southampton Street,Strand,"0","13"
-0.155757901,51.51013066,-0.155757901,51.51013066,"389",Upper Grosvenor Street,Mayfair,"0","18"
-0.068856,51.521776,-0.068856,51.521776,"390",Buxton Street 1,Shoreditch,"40","0"
-0.142345694,51.51066202,-0.142345694,51.51066202,"391",Clifford Street,Mayfair,"0","27"
-0.179702476,51.49942855,-0.179702476,51.49942855,"392",Imperial College,Knightsbridge,"3","18"
-0.103604248,51.51733427,-0.103604248,51.51733427,"393",Snow Hill,Farringdon,"1","14"
-0.176268,51.524826,-0.176268,51.524826,"394",Aberdeen Place,St. John's Wood,"18","0"
-0.159919,51.492462,-0.159919,51.492462,"395",Cadogan Gardens,Sloane Square,"4","11"
-0.163609,51.51809,-0.163609,51.51809,"396",Shouldham Street,Marylebone,"5","11"
-0.17977,51.51348,-0.17977,51.51348,"397",Devonshire Terrace,Bayswater,"16","0"
-0.200742,51.502319,-0.200742,51.502319,"398",Holland Park,Kensington,"7","23"
-0.071653961,51.52261762,-0.071653961,51.52261762,"399",Brick Lane Market,Shoreditch,"20","3"
-0.154106,51.517703,-0.154106,51.517703,"400",George Street,Marylebone,"0","26"
-0.075375,51.528187,-0.075375,51.528187,"401",Columbia Road,Weavers,"18","6"
-0.171681991,51.52289229,-0.171681991,51.52289229,"402",Penfold Street,Marylebone,"8","7"
-0.158249929,51.51689296,-0.158249929,51.51689296,"403",George Place Mews,Marylebone,"1","15"
-0.184400221,51.50204238,-0.184400221,51.50204238,"404",Palace Gate,Kensington Gardens,"12","3"
-0.18267094,51.49418566,-0.18267094,51.49418566,"405",Gloucester Road Station,South Kensington,"9","5"
-0.159988,51.512303,-0.159988,51.512303,"406",Speakers' Corner 2,Hyde Park,"3","20"
-0.160785,51.51222,-0.160785,51.51222,"407",Speakers' Corner 1,Hyde Park,"7","10"
-0.170704337,51.51994326,-0.170704337,51.51994326,"408",Paddington Green Police Station,Paddington,"14","26"
-0.099828,51.493146,-0.099828,51.493146,"409",Strata,Southwark,"9","12"
-0.169774,51.519968,-0.169774,51.519968,"410",Edgware Road Station,Paddington,"5","57"
-0.09968067,51.49337264,-0.09968067,51.49337264,"411",Walworth Road,Southwark,"27","3"
-0.110121,51.488105,-0.110121,51.488105,"412",Cleaver Street,Kennington,"16","1"
-0.149004,51.485821,-0.149004,51.485821,"419",Chelsea Bridge,Pimlico,"12","3"
-0.105312,51.504043,-0.105312,51.504043,"420",Southwark Station 1,Southwark,"36","1"
-0.104778,51.504044,-0.104778,51.504044,"421",Southwark Station 2,Southwark,"23","21"
-0.15393398,51.49456127,-0.15393398,51.49456127,"423",Eaton Square (South),Belgravia,"1","30"
-0.149186,51.490491,-0.149186,51.490491,"424",Ebury Bridge,Pimlico,"22","3"
-0.139159,51.533379,-0.139159,51.533379,"425",Harrington Square 2,Camden Town,"31","7"
-0.129925,51.493072,-0.129925,51.493072,"426",Vincent Street,Pimlico,"8","9"
-0.09294031,51.51397065,-0.09294031,51.51397065,"427",Cheapside,Bank,"6","37"
-0.174554,51.499917,-0.174554,51.499917,"428",Exhibition Road,Knightsbridge,"1","18"
-0.17524,51.48902,-0.17524,51.48902,"430",South Parade,Chelsea,"8","9"
-0.122203,51.534474,-0.122203,51.534474,"431",Crinan Street,King's Cross,"10","10"
-0.173894,51.496957,-0.173894,51.496957,"432",Exhibition Road Museums,Knightsbridge,"0","20"
-0.116279,51.524564,-0.116279,51.524564,"433",Wren Street,Holborn,"2","30"
-0.105593,51.488852,-0.105593,51.488852,"435",Kennington Station,Kennington,"14","9"
-0.11655,51.51824,-0.11655,51.51824,"436",Red Lion Street,Holborn,"0","36"
-0.120903,51.488124,-0.120903,51.488124,"437",Vauxhall Walk,Vauxhall,"19","7"
-0.118677,51.5338,-0.118677,51.5338,"439",Killick Street,Kings Cross,"17","5"
-0.113134,51.483145,-0.113134,51.483145,"440",Kennington Oval,Oval,"24","8"
-0.114605,51.495656,-0.114605,51.495656,"441",Sail Street,Vauxhall,"18","6"
-0.211358,51.510101,-0.211358,51.510101,"442",Walmer Road,Notting Hill,"5","18"
-0.058641,51.515256,-0.058641,51.515256,"443",Philpot Street,Whitechapel,"12","18"
-0.055312,51.52568,-0.055312,51.52568,"444",Bethnal Green Gardens,Bethnal Green,"5","19"
-0.065076,51.52388,-0.065076,51.52388,"445",Cheshire Street,Bethnal Green,"28","0"
-0.055894,51.528936,-0.055894,51.528936,"446",York Hall,Bethnal Green,"24","3"
-0.007542,51.493381,-0.007542,51.493381,"447",Jubilee Crescent,Cubitt Town,"28","26"
-0.02296,51.50623,-0.02296,51.50623,"448",Fishermans Walk West,Canary Wharf,"0","35"
-0.057159,51.511088,-0.057159,51.511088,"449",Shadwell Station,Shadwell,"31","2"
-0.053177,51.515975,-0.053177,51.515975,"450",Jubilee Street,Stepney,"28","0"
-0.063531,51.504719,-0.063531,51.504719,"451",Hermitage Court,Wapping,"14","2"
-0.070542,51.505697,-0.070542,51.505697,"452",St Katharines Way,Tower,"8","16"
-0.055167,51.508447,-0.055167,51.508447,"453",Garnet Street,Shadwell,"24","0"
-0.021582,51.487679,-0.021582,51.487679,"454",Napier Avenue,Millwall,"14","5"
-0.014409,51.49447,-0.014409,51.49447,"455",East Ferry Road,Cubitt Town,"13","4"
-0.144664,51.538071,-0.144664,51.538071,"456",Parkway,Camden Town,"23","9"
-0.145393,51.542138,-0.145393,51.542138,"457",Castlehaven Road,Camden Town,"27","1"
-0.057544,51.504749,-0.057544,51.504749,"458",Wapping Lane,Wapping,"26","1"
-0.03338,51.535179,-0.03338,51.535179,"459",Gun Makers Lane,Old Ford,"8","9"
-0.029138,51.516196,-0.029138,51.516196,"460",Burdett Road,Mile End,"16","16"
-0.038775,51.516,-0.038775,51.516,"461",Aston Street,Stepney,"10","16"
-0.138853,51.541603,-0.138853,51.541603,"462",Bonny Street,Camden Town,"40","5"
-0.071881,51.534776,-0.071881,51.534776,"463",Thurtle Road,Haggerston,"18","4"
-0.052099,51.51417,-0.052099,51.51417,"464",St. Mary and St. Michael Church,Stepney,"24","0"
-0.08249,51.53558,-0.08249,51.53558,"465",Pitfield Street (North),Hoxton,"27","0"
-0.076341,51.534464,-0.076341,51.534464,"466",Whiston Road,Haggerston,"12","9"
-0.030556,51.523538,-0.030556,51.523538,"467",Southern Grove,Bow,"3","14"
-0.022694,51.521564,-0.022694,51.521564,"468",Cantrell Road,Bow,"7","17"
-0.020467,51.513757,-0.020467,51.513757,"469",Lindfield Street,Poplar,"27","16"
-0.025492,51.530535,-0.025492,51.530535,"470",Mostyn Grove,Bow,"35","10"
-0.028155,51.533283,-0.028155,51.533283,"471",Hewison Street,Old Ford,"1","16"
-0.027616,51.529452,-0.027616,51.529452,"472",Malmesbury Road,Bow,"8","13"
-0.019355,51.496137,-0.019355,51.496137,"473",Millharbour,Millwall,"3","16"
-0.011457,51.498125,-0.011457,51.498125,"474",Castalia Square,Cubitt Town,"16","23"
-0.020157,51.499041,-0.020157,51.499041,"475",Lightermans Road,Millwall,"4","52"
-0.009205,51.489096,-0.009205,51.489096,"476",Stebondale Street,Cubitt Town,"25","4"
-0.018716,51.49109,-0.018716,51.49109,"477",Spindrift Avenue,Millwall,"31","5"
-0.04667,51.521889,-0.04667,51.521889,"478",Stepney Green Station,Stepney,"17","0"
-0.058005,51.527152,-0.058005,51.527152,"479",Pott Street,Bethnal Green,"15","4"
-0.0389866,51.5128711,-0.0389866,51.5128711,"480",Flamborough Street,Limehouse,"24","0"
-0.009001,51.487129,-0.009001,51.487129,"481",Saunders Ness Road,Cubitt Town,"30","2"
-0.02377,51.509843,-0.02377,51.509843,"482",Thornfield House,Poplar,"11","15"
-0.047784,51.51328,-0.047784,51.51328,"483",Albert Gardens,Stepney,"25","7"
-0.013258,51.528828,-0.013258,51.528828,"484",Bromley High Street,Bromley,"16","4"
-0.048017,51.531127,-0.048017,51.531127,"485",Old Ford Road,Bethnal Green,"15","8"
-0.069543,51.525645,-0.069543,51.525645,"486",Granby Street,Shoreditch,"34","2"
-0.025626,51.511811,-0.025626,51.511811,"487",Canton Street,Poplar,"20","3"
-0.058681,51.506946,-0.058681,51.506946,"488",Reardon Street,Wapping,"20","0"
-0.064094,51.513074,-0.064094,51.513074,"489",Christian Street,Whitechapel,"25","9"
-0.065006,51.508622,-0.065006,51.508622,"490",Pennington Street,Wapping,"29","16"
-0.041378,51.522507,-0.041378,51.522507,"491",Queen Marys,Mile End,"13","30"
-0.03562,51.524677,-0.03562,51.524677,"492",The Green Bridge,Mile End,"51","9"
-0.016251,51.50196,-0.016251,51.50196,"494",South Quay East,Canary Wharf,"0","35"
-0.018703,51.528169,-0.018703,51.528169,"495",Bow Church Station,Bow,"31","7"
-0.015578,51.52512,-0.015578,51.52512,"496",Devons Road,Bow,"8","30"
-0.025296,51.527058,-0.025296,51.527058,"498",Bow Road Station,Bow,"8","33"
-0.021345,51.519265,-0.021345,51.519265,"499",Furze Green,Bow,"10","24"
-0.054883,51.522561,-0.054883,51.522561,"501",Cephas Street,Bethnal Green,"20","4"
-0.022702,51.502635,-0.022702,51.502635,"502",South Quay West,Canary Wharf,"0","27"
-0.051394,51.520893,-0.051394,51.520893,"503",Cleveland Way,Bethnal Green,"24","11"
-0.009506,51.496454,-0.009506,51.496454,"504",St John's Park,Cubitt Town,"29","0"
-0.026768,51.520398,-0.026768,51.520398,"505",Ackroyd Drive,Bow,"1","28"
-0.075855,51.517475,-0.075855,51.517475,"506",Bell Lane,Liverpool Street,"3","20"
-0.059091,51.528692,-0.059091,51.528692,"507",Clarkson Street,Bethnal Green,"22","9"
-0.074431,51.519362,-0.074431,51.519362,"508",Fournier Street,Whitechapel,"1","15"
-0.090075,51.517842,-0.090075,51.517842,"509",Fore Street,Guildhall,"0","18"
-0.025996,51.509303,-0.025996,51.509303,"510",Westferry DLR,Limehouse,"0","40"
-0.053558,51.511066,-0.053558,51.511066,"511",Sutton Street,Shadwell,"14","19"
-0.06142,51.532091,-0.06142,51.532091,"512",Pritchard's Road,Bethnal Green,"26","1"
-0.055656,51.5142228,-0.055656,51.5142228,"513",Watney Market,Stepney,"24","25"
-0.155525,51.516204,-0.155525,51.516204,"514",Portman Square,Marylebone,"1","16"
-0.211316,51.500088,-0.211316,51.500088,"515",Russell Gardens,Holland Park,"9","15"
-0.014438,51.5112,-0.014438,51.5112,"516",Chrisp Street Market,Poplar,"11","7"
-0.033085,51.532513,-0.033085,51.532513,"517",Ford Road,Old Ford,"11","7"
-0.037471,51.528224,-0.037471,51.528224,"518",Antill Road,Mile End,"22","7"
-0.011662,51.518811,-0.011662,51.518811,"519",Teviot Street,Poplar,"26","7"
-0.047218,51.526041,-0.047218,51.526041,"520",Bancroft Road,Bethnal Green,"10","10"
-0.037366,51.534137,-0.037366,51.534137,"521",Driffield Road,Old Ford,"15","4"
-0.036017,51.525941,-0.036017,51.525941,"522",Clinton Road,Mile End,"26","10"
-0.013475,51.51549,-0.013475,51.51549,"523",Langdon Park,Poplar,"11","13"
-0.179668,51.511654,-0.179668,51.511654,"524",Lancaster Gate,Bayswater,"12","26"
-0.014293,51.504714,-0.014293,51.504714,"525",Churchill Place,Canary Wharf,"0","18"
-0.008428,51.503143,-0.008428,51.503143,"526",Lancaster Drive,Blackwall,"12","14"
-0.215808,51.503802,-0.215808,51.503802,"527",Hansard Mews,Shepherds Bush,"17","3"
-0.145827,51.507326,-0.145827,51.507326,"528",Clarges Street,West End,"0","16"
-0.170983,51.486892,-0.170983,51.486892,"529",Manresa Road,Chelsea,"12","6"
-0.012413,51.508896,-0.012413,51.508896,"530",Newby Place,Poplar,"15","1"
-0.042744,51.530326,-0.042744,51.530326,"531",Twig Folly Bridge,Mile End,"9","11"
-0.020068,51.50357,-0.020068,51.50357,"532",Jubilee Plaza,Canary Wharf,"0","63"
-0.069743,51.528222,-0.069743,51.528222,"533",Wellington Row,Bethnal Green,"9","24"
-0.066035,51.531864,-0.066035,51.531864,"534",Goldsmiths Row,Haggerston,"26","0"
-0.147154,51.537349,-0.147154,51.537349,"535",Gloucester Avenue,Camden Town,"20","4"
-0.067937,51.51793,-0.067937,51.51793,"537",Old Montague Street,Whitechapel,"16","1"
-0.00699,51.508981,-0.00699,51.508981,"538",Naval Row,Blackwall,"9","12"
-0.075901,51.531091,-0.075901,51.531091,"539",Hoxton Station,Haggerston,"17","5"
-0.144466,51.528302,-0.144466,51.528302,"540",Albany Street,Regent's Park,"20","6"
-0.142844,51.506613,-0.142844,51.506613,"541",Green Park Station,West End,"0","26"
-0.033828,51.514115,-0.033828,51.514115,"542",Salmon Lane,Limehouse,"7","26"
-0.204666,51.509591,-0.204666,51.509591,"543",Lansdowne Walk,Notting Hill,"0","21"
-0.102208,51.526153,-0.102208,51.526153,"544",Percival Street,Finsbury,"16","6"
-0.145246,51.539957,-0.145246,51.539957,"545",Arlington Road,Camden Town,"21","3"
-0.107987,51.517428,-0.107987,51.517428,"546",New Fetter Lane,Holborn,"0","21"
-0.002275,51.509474,-0.002275,51.509474,"547",East India DLR,Blackwall,"46","5"
-0.107913,51.498386,-0.107913,51.498386,"548",Westminster Bridge Road,Elephant & Castle,"24","2"
-0.104193,51.49605,-0.104193,51.49605,"549",Gaywood  Street,Elephant & Castle,"37","8"
-0.039264,51.521564,-0.039264,51.521564,"550",Harford Street,Mile End,"4","19"
-0.016233,51.503447,-0.016233,51.503447,"551",Montgomery Square,Canary Wharf,"0","39"
-0.056667,51.511542,-0.056667,51.511542,"552",Watney Street,Shadwell,"23","4"
-0.062546,51.535678,-0.062546,51.535678,"553",Regent's Row,Haggerston,"12","10"
-0.005659,51.513548,-0.005659,51.513548,"554",Aberfeldy Street,Poplar,"16","0"
-0.021596,51.502661,-0.021596,51.502661,"556",Heron Quays DLR,Canary Wharf,"0","26"
-0.0985,51.51601,-0.0985,51.51601,"557",King Edward Street,St Pauls,"0","20"
-0.127554,51.493978,-0.127554,51.493978,"558",Page Street,Westminster,"3","20"
-0.205991,51.501391,-0.205991,51.501391,"559",Abbotsbury Road,Holland Park,"18","4"
-0.205921,51.511624,-0.205921,51.511624,"560",Ladbroke Grove Central,Notting Hill,"1","19"
-0.043371,51.518369,-0.043371,51.518369,"561",Rectory Square,Stepney,"8","13"
-0.12335,51.51746,-0.12335,51.51746,"562",Bury Place,Holborn,"0","21"
-0.009152,51.499286,-0.009152,51.499286,"563",Preston's Road,Cubitt Town,"14","12"
-0.117619,51.509943,-0.117619,51.509943,"564",Somerset House,Strand,"34","6"
-0.063386,51.521905,-0.063386,51.521905,"565",Selby Street,Whitechapel,"11","5"
-0.224103,51.509158,-0.224103,51.509158,"566",Westfield Ariel Way,White City,"12","30"
-0.18697,51.51616,-0.18697,51.51616,"568",Bishop's Bridge Road West,Bayswater,"17","0"
-0.08299,51.53213,-0.08299,51.53213,"569",Pitfield Street Central,Hoxton,"22","0"
-0.017676,51.503083,-0.017676,51.503083,"570",Upper Bank Street,Canary Wharf,"0","36"
-0.218337,51.506256,-0.218337,51.506256,"571",Westfield Southern Terrace,Shepherd's Bush,"25","4"
-0.141728,51.539099,-0.141728,51.539099,"572",Greenland Road,Camden Town,"28","7"
-0.18119,51.485587,-0.18119,51.485587,"573",Limerston Street,Chelsea,"1","15"
-0.09315,51.53356,-0.09315,51.53356,"574",Eagle Wharf Road,Hoxton,"44","1"
-0.022793,51.497304,-0.022793,51.497304,"576",Alpha Grove,Millwall,"14","6"
-0.047548,51.528869,-0.047548,51.528869,"577",Globe Town Market,Bethnal Green,"13","7"
-0.057133,51.527607,-0.057133,51.527607,"578",Hollybush Gardens,Bethnal Green,"11","21"
-0.093051,51.511246,-0.093051,51.511246,"579",Queen Street 2,Bank,"0","33"
-0.102996299,51.48692917,-0.102996299,51.48692917,"580",Doddington Grove,Kennington,"30","6"
-0.125978,51.497622,-0.125978,51.497622,"583",Abingdon Green,Great College Street,"11","9"
-0.19096,51.51244,-0.19096,51.51244,"584",Ilchester Gardens,Bayswater,"11","10"
-0.014582,51.490645,-0.014582,51.490645,"586",Mudchute DLR,Cubitt Town,"27","4"
-0.08497,51.50964,-0.08497,51.50964,"587",Monument Street,Monument,"1","20"
-0.0801,51.52959,-0.0801,51.52959,"588",Hoxton Street,Hoxton,"22","4"
-0.179369,51.487196,-0.179369,51.487196,"589",Drayton Gardens,Chelsea,"10","8"
-0.16862,51.53256,-0.16862,51.53256,"590",Greenberry Street,St.John's Wood,"26","0"
-0.2242237,51.506093,-0.2242237,51.506093,"591",Westfield Library Corner,Shepherd's Bush,"3","23"
-0.18377,51.5171,-0.18377,51.5171,"592",Bishop's Bridge Road East,Bayswater,"18","1"
-0.11934,51.531066,-0.11934,51.531066,"593",Northdown Street,King's Cross,"20","0"
-0.117774,51.513875,-0.117774,51.513875,"594",Kingsway Southbound,Strand,"1","32"
-0.21985,51.493267,-0.21985,51.493267,"595",Hammersmith Road,Hammersmith,"1","21"
-0.199783,51.472817,-0.199783,51.472817,"596",Parson's Green,Parson's Green,"2","17"
-0.20782,51.473471,-0.20782,51.473471,"597",Fulham Park Road,Fulham,"20","7"
-0.228188,51.494499,-0.228188,51.494499,"598",Southerton Road,Hammersmith,"13","25"
-0.223616,51.485743,-0.223616,51.485743,"599",Manbre Road,Hammersmith,"3","24"
-0.124642,51.481747,-0.124642,51.481747,"600",South Lambeth Road,Vauxhall,"13","8"
-0.225787,51.514767,-0.225787,51.514767,"601",BBC White City,White City,"3","33"
-0.133972,51.472993,-0.133972,51.472993,"602",Union Grove,Wandsworth Road,"35","8"
-0.116493,51.477839,-0.116493,51.477839,"603",Caldwell Street,Stockwell,"40","2"
-0.138535,51.538792,-0.138535,51.538792,"604",St Martin's Close,Camden Town,"2","14"
-0.163667,51.520331,-0.163667,51.520331,"605",Seymour Place,Marylebone,"21","8"
-0.210941,51.504199,-0.210941,51.504199,"606",Addison Road,Holland Park,"8","18"
-0.210279,51.468814,-0.210279,51.468814,"607",Putney Bridge Station,Fulham,"8","13"
-0.216493,51.491093,-0.216493,51.491093,"608",Colet Gardens,Hammersmith,"5","25"
-0.157788279,51.46512358,-0.157788279,51.46512358,"609",Sugden Road,Battersea,"8","11"
-0.172078187,51.48256792,-0.172078187,51.48256792,"610",Danvers Street,West Chelsea,"8","13"
-0.208486599,51.50646524,-0.208486599,51.50646524,"611",Princedale Road,Holland Park,"14","6"
-0.141812513,51.46925984,-0.141812513,51.46925984,"612",Wandsworth Rd,Isley Court,"22","8"
-0.217400093,51.50403821,-0.217400093,51.50403821,"613",Woodstock Grove,Shepherd's Bush,"4","18"
-0.144690541,51.47817208,-0.144690541,51.47817208,"614",Bradmead,Nine Elms,"25","14"
-0.215895601,51.4768851,-0.215895601,51.4768851,"615",Finlay Street,Fulham,"11","11"
-0.209973497,51.48102131,-0.209973497,51.48102131,"616",Aintree Street,Fulham,"17","6"
-0.207842908,51.47107905,-0.207842908,51.47107905,"617",Elysium Place,Fulham,"7","14"
-0.193254007,51.47625965,-0.193254007,51.47625965,"618",Eel Brook Common,Walham Green,"16","7"
-0.197010096,51.4737636,-0.197010096,51.4737636,"619",Irene Road,Parsons Green,"13","30"
